,Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,goal-scored
211,206.0,9.0,7.0,5.0,-9.0,10.0,1.0,-3.0,3.0,10.0,1.0,0.0,5.0,2.0,-3.0,3.0,-8.0,-5.0,-1.0,-8.0,1.0,7.0,2.0,0.0,-1.0,-4.0,11.0,7.0,3.0,2.0,6.0,6.0,0.0,0.0,0.0,-2.0,0.0,1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
212,-46.0,-2.0,-6.0,-3.0,-1.0,1.0,-10.0,11.0,1.0,15.0,-4.0,0.0,-4.0,3.0,-1.0,-5.0,7.0,-16.0,1.0,6.0,1.0,-4.0,-4.0,4.0,5.0,-1.0,-2.0,2.0,4.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,2.0,-5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,46.0,2.0,6.0,3.0,1.0,-1.0,10.0,-11.0,-1.0,-15.0,4.0,0.0,4.0,-3.0,1.0,5.0,-7.0,16.0,-1.0,-6.0,-1.0,4.0,4.0,-4.0,-5.0,1.0,2.0,-2.0,-4.0,3.0,0.0,2.0,-2.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,-108.0,-8.0,10.0,5.0,-3.0,5.0,2.0,-1.0,-5.0,-21.0,2.0,1.0,-5.0,1.0,6.0,9.0,2.0,18.0,-1.0,-6.0,-3.0,-3.0,-2.0,0.0,-7.0,1.0,-17.0,-3.0,-2.0,0.0,-1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
215,108.0,8.0,-10.0,-5.0,3.0,-5.0,-2.0,1.0,5.0,21.0,-2.0,0.0,5.0,-1.0,-6.0,-9.0,-2.0,-18.0,1.0,6.0,3.0,3.0,2.0,0.0,7.0,-1.0,17.0,3.0,2.0,2.0,1.0,-1.0,-5.0,2.0,0.0,0.0,2.0,0.0,-2.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
216,-257.0,-10.0,-8.0,-3.0,7.0,-5.0,4.0,3.0,9.0,-4.0,-5.0,0.0,-6.0,1.0,-9.0,2.0,-7.0,3.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,-14.0,8.0,-30.0,-19.0,-9.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
217,257.0,10.0,8.0,3.0,-7.0,5.0,-4.0,-3.0,-9.0,4.0,5.0,0.0,6.0,-1.0,9.0,-2.0,7.0,-3.0,-6.0,0.0,1.0,1.0,1.0,1.0,14.0,-8.0,30.0,19.0,9.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
218,45.0,-7.0,-6.0,7.0,-4.0,4.0,1.0,7.0,2.0,-16.0,0.0,0.0,-1.0,6.0,-5.0,36.0,-1.0,-4.0,-5.0,-16.0,9.0,2.0,0.0,6.0,-1.0,4.0,-7.0,-2.0,0.0,0.0,2.0,1.0,0.0,-4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
219,-45.0,7.0,6.0,-7.0,4.0,-4.0,-1.0,-7.0,-2.0,16.0,0.0,1.0,1.0,-6.0,5.0,-36.0,1.0,4.0,5.0,16.0,-9.0,-2.0,0.0,-6.0,1.0,-4.0,7.0,2.0,0.0,0.0,-2.0,-1.0,0.0,4.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
220,-239.0,-18.0,-6.0,-2.0,3.0,-3.0,-1.0,7.0,11.0,-13.0,-3.0,0.0,-6.0,2.0,-11.0,-8.0,21.0,16.0,7.0,5.0,-4.0,-10.0,-3.0,1.0,-12.0,2.0,-38.0,-25.0,0.0,-2.0,1.0,0.0,0.0,-4.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,-3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
221,239.0,18.0,6.0,2.0,-3.0,3.0,1.0,-7.0,-11.0,13.0,3.0,0.0,6.0,-2.0,11.0,8.0,-21.0,-16.0,-7.0,-5.0,4.0,10.0,3.0,-1.0,12.0,0.0,38.0,25.0,0.0,2.0,-1.0,0.0,3.0,4.0,0.0,-1.0,0.0,1.0,-5.0,0.0,0.0,0.0,3.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
222,164.0,-10.0,-1.0,8.0,11.0,-10.0,8.0,-5.0,-5.0,30.0,9.0,0.0,0.0,-1.0,5.0,-4.0,-4.0,-27.0,3.0,1.0,0.0,0.0,3.0,6.0,8.0,0.0,6.0,7.0,0.0,1.0,-3.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
223,-164.0,10.0,1.0,-8.0,-11.0,10.0,-8.0,5.0,5.0,-30.0,-9.0,1.0,0.0,1.0,-5.0,4.0,4.0,27.0,-3.0,-1.0,0.0,0.0,-3.0,-6.0,-8.0,0.0,-6.0,-7.0,10.0,0.0,3.0,6.0,12.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
224,-59.0,-4.0,7.0,-19.0,6.0,-6.0,-7.0,-5.0,-8.0,10.0,3.0,0.0,-1.0,3.0,8.0,7.0,9.0,-15.0,6.0,-2.0,-1.0,2.0,2.0,-6.0,5.0,5.0,-16.0,1.0,2.0,0.0,4.0,-1.0,0.0,-2.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
225,59.0,4.0,-7.0,19.0,-6.0,6.0,7.0,5.0,8.0,-10.0,-3.0,1.0,1.0,-3.0,-8.0,-7.0,-9.0,15.0,-6.0,2.0,1.0,-2.0,-2.0,6.0,-5.0,-5.0,16.0,-1.0,-2.0,0.0,-4.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,-160.0,4.0,1.0,-11.0,4.0,-5.0,-6.0,-5.0,4.0,-52.0,-3.0,1.0,2.0,6.0,-4.0,29.0,8.0,28.0,-3.0,-5.0,-9.0,-1.0,4.0,-1.0,-9.0,0.0,-10.0,-2.0,-1.0,0.0,-4.0,-2.0,0.0,0.0,1.0,4.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
227,160.0,-4.0,-1.0,11.0,-4.0,5.0,6.0,5.0,-4.0,52.0,3.0,0.0,-2.0,-6.0,4.0,-29.0,-8.0,-28.0,3.0,5.0,9.0,1.0,-4.0,1.0,9.0,0.0,10.0,2.0,1.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
228,-237.0,0.0,-5.0,5.0,1.0,-2.0,-10.0,4.0,1.0,-50.0,-14.0,0.0,3.0,-3.0,-1.0,23.0,13.0,37.0,8.0,-9.0,2.0,-4.0,-2.0,16.0,-22.0,2.0,-19.0,-15.0,-8.0,2.0,0.0,-3.0,3.0,-1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
229,237.0,0.0,5.0,-5.0,-1.0,2.0,10.0,-4.0,-1.0,50.0,14.0,1.0,-3.0,3.0,1.0,-23.0,-13.0,-37.0,-8.0,9.0,-2.0,4.0,2.0,-16.0,22.0,-2.0,19.0,15.0,8.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,498.0,3.0,11.0,11.0,-1.0,0.0,-15.0,-5.0,7.0,18.0,2.0,0.0,2.0,6.0,-7.0,-12.0,-9.0,-6.0,-11.0,0.0,8.0,6.0,3.0,2.0,-6.0,-1.0,8.0,11.0,7.0,2.0,3.0,3.0,1.0,-8.0,2.0,0.0,0.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
231,-498.0,-3.0,-11.0,-11.0,1.0,0.0,15.0,5.0,-7.0,-18.0,-2.0,0.0,-2.0,0.0,7.0,12.0,9.0,6.0,11.0,0.0,-8.0,-6.0,-3.0,-2.0,6.0,1.0,-8.0,-11.0,-7.0,-2.0,-3.0,0.0,-1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
232,-184.0,-3.0,2.0,7.0,4.0,-3.0,1.0,8.0,-2.0,-43.0,2.0,0.0,-2.0,0.0,2.0,32.0,3.0,19.0,4.0,-9.0,-9.0,-8.0,-4.0,-6.0,-7.0,2.0,6.0,-7.0,0.0,0.0,-7.0,0.0,-3.0,2.0,0.0,-2.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
233,184.0,3.0,-2.0,-7.0,-4.0,3.0,-1.0,-8.0,2.0,43.0,-2.0,0.0,2.0,7.0,-2.0,-32.0,-3.0,-19.0,-4.0,9.0,9.0,8.0,4.0,6.0,7.0,-2.0,-6.0,7.0,9.0,0.0,7.0,4.0,3.0,-2.0,0.0,2.0,2.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
234,-252.0,-9.0,-2.0,-12.0,-3.0,3.0,-2.0,3.0,4.0,-29.0,-4.0,-1.0,-7.0,-2.0,-4.0,19.0,19.0,15.0,16.0,-5.0,0.0,-2.0,-5.0,-2.0,-13.0,0.0,-1.0,-20.0,-3.0,-1.0,-11.0,-1.0,6.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
235,252.0,9.0,2.0,12.0,3.0,-3.0,2.0,-3.0,-4.0,29.0,4.0,1.0,7.0,2.0,4.0,-19.0,-19.0,-15.0,-16.0,5.0,0.0,2.0,5.0,2.0,13.0,1.0,1.0,20.0,3.0,1.0,11.0,1.0,-6.0,-1.0,1.0,-1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
236,-169.0,-3.0,-8.0,3.0,1.0,0.0,7.0,2.0,-3.0,-11.0,-1.0,0.0,-1.0,1.0,3.0,15.0,-2.0,0.0,4.0,-4.0,2.0,-7.0,0.0,-6.0,11.0,1.0,-5.0,-5.0,-3.0,3.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
237,169.0,3.0,8.0,-3.0,-1.0,0.0,-7.0,-2.0,3.0,11.0,1.0,0.0,1.0,-1.0,-3.0,-15.0,2.0,0.0,-4.0,4.0,-2.0,7.0,2.0,6.0,-11.0,-1.0,5.0,5.0,3.0,0.0,1.0,0.0,-1.0,-1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
238,212.0,1.0,8.0,7.0,-9.0,8.0,-1.0,-1.0,3.0,-5.0,3.0,0.0,3.0,5.0,-3.0,9.0,-1.0,-3.0,-11.0,1.0,2.0,-1.0,1.0,-2.0,-4.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
239,-212.0,-1.0,-8.0,-7.0,9.0,-8.0,1.0,1.0,-3.0,5.0,-3.0,0.0,-3.0,-5.0,3.0,-9.0,1.0,3.0,11.0,-1.0,-2.0,1.0,-1.0,2.0,4.0,-1.0,-2.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
240,258.0,2.0,1.0,19.0,-2.0,1.0,1.0,-4.0,-1.0,5.0,-2.0,0.0,1.0,-1.0,1.0,-5.0,-13.0,-1.0,-15.0,1.0,1.0,12.0,-2.0,8.0,10.0,1.0,33.0,-3.0,3.0,1.0,10.0,2.0,-5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
241,-258.0,-2.0,-1.0,-19.0,2.0,-1.0,-1.0,4.0,1.0,-5.0,2.0,0.0,-1.0,1.0,-1.0,5.0,13.0,1.0,15.0,-1.0,-1.0,-12.0,2.0,-8.0,-10.0,-1.0,-33.0,3.0,-3.0,-1.0,-10.0,-2.0,5.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
242,71.0,-2.0,-11.0,-8.0,1.0,-1.0,8.0,0.0,1.0,-18.0,2.0,1.0,1.0,1.0,-1.0,-10.0,2.0,20.0,-2.0,8.0,8.0,1.0,1.0,4.0,3.0,-4.0,4.0,2.0,1.0,1.0,0.0,2.0,-4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,-71.0,2.0,11.0,8.0,-1.0,1.0,-8.0,0.0,-1.0,18.0,-2.0,0.0,-1.0,-1.0,1.0,10.0,-2.0,-20.0,2.0,-8.0,-8.0,-1.0,-1.0,-4.0,-3.0,4.0,-4.0,-2.0,-1.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
244,-519.0,-8.0,-2.0,-21.0,5.0,-5.0,3.0,1.0,0.0,-8.0,-4.0,0.0,0.0,0.0,-1.0,4.0,13.0,10.0,2.0,-6.0,4.0,-3.0,-3.0,0.0,-1.0,4.0,-57.0,-4.0,-13.0,0.0,-10.0,-1.0,2.0,-2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
245,519.0,8.0,2.0,21.0,-5.0,5.0,-3.0,-1.0,0.0,8.0,4.0,0.0,0.0,4.0,1.0,-4.0,-13.0,-10.0,-2.0,6.0,-4.0,3.0,3.0,0.0,1.0,0.0,57.0,4.0,13.0,1.0,10.0,1.0,-2.0,2.0,0.0,-2.0,4.0,0.0,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
246,98.0,2.0,4.0,1.0,-10.0,10.0,-7.0,-6.0,8.0,10.0,-2.0,0.0,-3.0,1.0,-8.0,-16.0,8.0,1.0,9.0,4.0,-8.0,4.0,-2.0,3.0,3.0,1.0,-2.0,-7.0,-1.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,-98.0,-2.0,-4.0,-1.0,10.0,-10.0,7.0,6.0,-8.0,-10.0,2.0,0.0,3.0,-1.0,8.0,16.0,-8.0,-1.0,-9.0,-4.0,8.0,-4.0,2.0,-3.0,-3.0,-1.0,2.0,7.0,1.0,1.0,-2.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,143.0,-2.0,-3.0,2.0,0.0,0.0,6.0,-1.0,-2.0,35.0,7.0,0.0,0.0,1.0,2.0,-14.0,-14.0,-33.0,-21.0,12.0,-2.0,4.0,1.0,0.0,3.0,2.0,-14.0,13.0,-1.0,1.0,6.0,3.0,-7.0,-3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
249,-143.0,2.0,3.0,-2.0,0.0,0.0,-6.0,1.0,2.0,-35.0,-7.0,0.0,0.0,-1.0,-2.0,14.0,14.0,33.0,21.0,-12.0,2.0,-4.0,0.0,0.0,-3.0,-2.0,14.0,-13.0,1.0,0.0,-6.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
250,-65.0,11.0,1.0,18.0,4.0,-4.0,-11.0,-1.0,-1.0,-22.0,-4.0,2.0,-2.0,3.0,1.0,9.0,7.0,17.0,-7.0,-4.0,0.0,-2.0,-3.0,3.0,-6.0,1.0,-20.0,-6.0,1.0,-2.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
251,65.0,-11.0,-1.0,-18.0,-4.0,4.0,11.0,1.0,1.0,22.0,4.0,0.0,2.0,-3.0,-1.0,-9.0,-7.0,-17.0,7.0,4.0,0.0,2.0,3.0,-3.0,6.0,-1.0,20.0,6.0,-1.0,2.0,0.0,0.0,-4.0,6.0,0.0,-2.0,4.0,0.0,-2.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
252,295.0,4.0,1.0,2.0,3.0,-4.0,6.0,2.0,-5.0,24.0,8.0,2.0,9.0,3.0,5.0,-4.0,-5.0,-19.0,-15.0,-1.0,-3.0,7.0,6.0,-7.0,10.0,2.0,43.0,13.0,10.0,2.0,6.0,0.0,1.0,-3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
253,-295.0,-4.0,-1.0,-2.0,-3.0,4.0,-6.0,-2.0,5.0,-24.0,-8.0,0.0,-9.0,-3.0,-5.0,4.0,5.0,19.0,15.0,1.0,3.0,-7.0,-6.0,7.0,-10.0,-2.0,-43.0,-13.0,0.0,0.0,0.0,1.0,-1.0,3.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
254,40.0,2.0,-6.0,2.0,2.0,-2.0,-8.0,4.0,-5.0,26.0,12.0,0.0,-3.0,3.0,5.0,-6.0,-5.0,-19.0,2.0,-1.0,-1.0,-4.0,2.0,-11.0,-1.0,0.0,13.0,6.0,1.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,-40.0,-2.0,6.0,-2.0,-2.0,2.0,8.0,-4.0,5.0,-26.0,-12.0,0.0,3.0,-3.0,-5.0,6.0,5.0,19.0,-2.0,1.0,1.0,4.0,0.0,11.0,1.0,0.0,-13.0,-6.0,-1.0,0.0,-2.0,1.0,2.0,-2.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,392.0,3.0,8.0,0.0,4.0,-4.0,-12.0,2.0,3.0,35.0,12.0,1.0,5.0,3.0,-3.0,-12.0,-25.0,-26.0,-17.0,3.0,15.0,16.0,5.0,-2.0,13.0,-4.0,20.0,18.0,2.0,2.0,12.0,3.0,3.0,3.0,0.0,-2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,-392.0,-3.0,-8.0,0.0,-4.0,4.0,12.0,-2.0,-3.0,-35.0,-12.0,0.0,-5.0,-3.0,3.0,12.0,25.0,26.0,17.0,-3.0,-15.0,-16.0,0.0,2.0,-13.0,4.0,-20.0,-18.0,0.0,-2.0,0.0,0.0,-3.0,-3.0,1.0,2.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,11.0,-1.0,8.0,12.0,-13.0,14.0,-6.0,-4.0,-10.0,-27.0,1.0,1.0,0.0,-1.0,10.0,7.0,10.0,23.0,-2.0,-3.0,0.0,1.0,0.0,4.0,-5.0,-2.0,6.0,-11.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
